id_cliente;Nombre;Apellido;Direccion;Telefono;Tarjeta;Edad;Salario;Genero;id_pais
10533;Jennifer;Butler;34 Jacobs Street;3409208387;5509030000000000;50;60000;F;1
10534;Greg;Graham;4819 Red Hawk Road;9986408161;8572150000000000;48;100000;M;10
10535;John;Duhon;1623 Glen Street;6026967846;2997480000000000;33;40000;M;3
10536;Richard;Hill;2883 Walkers Ridge Way;6980971548;9768170000000000;36;20000;M;4
10537;Rickie;Putman;567 Rardin Drive;5375385097;2307180000000000;33;20000;M;1
10538;Barbara;Stevens;1207 Badger Pond Lane;1848332403;7600250000000000;79;60000;F;7
10539;Beverly;Leal;2611 Tail Ends Road;2055063302;9861290000000000;51;60000;F;8
10540;Herman;Shorter;1622 Essex Court;9602494562;3130500000000000;69;40000;M;10
10541;Rebecca;Ridgeway;4115 Spring Street;8807440951;5133650000000000;77;20000;F;6
10542;David;Dahl;4103 West Side Avenue;7673573010;8909440000000000;84;40000;M;6
10543;Robert;Keegan;1098 Lynch Street;1937463813;8521750000000000;25;60000;M;3
10544;Samuel;Haynes;4034 Lake Floyd Circle;7517600226;8413340000000000;37;40000;M;7
10545;Beverly;Brown;4086 Five Points;5707418010;2446730000000000;58;40000;F;10
10546;Anthony;Rios;4464 Dane Street;3667190576;3447810000000000;58;60000;M;10
10547;Albert;Vecchio;2627 Coffman Alley;5480475928;1340570000000000;62;40000;M;1
10548;Louise;Upchurch;3518 McDonald Avenue;6764947624;7093250000000000;84;80000;F;8
10549;Max;Burnett;41 Nelm Street;2712790611;2767810000000000;78;60000;M;6
10550;Sean;Weathersby;4499 Terry Lane;3043812717;4028840000000000;82;100000;M;9
10551;Sharon;Austin;998 Queens Lane;9492787955;6190530000000000;48;80000;F;3
10552;Frederick;Gillispie;1114 Philadelphia Avenue;7640736351;4016850000000000;26;80000;M;1
10553;Betty;Hall;2489 Harrison Street;5551808987;5441060000000000;37;40000;F;4
10554;James;Gallegos;1015 Mattson Street;7839287096;1024420000000000;40;40000;M;3
10555;Stan;McRoberts;3601 Tenmile;6193085650;4276140000000000;66;80000;M;9
10556;Deidre;Morgan;1883 Cost Avenue;3212023461;1306500000000000;64;100000;F;6
10557;Teresa;Johnson;3344 Blue Spruce Lane;2845585107;3563490000000000;24;60000;F;10
10558;Michael;Oconnell;4558 Flint Street;7876121554;5186020000000000;90;40000;M;7
10559;Levi;Ratliff;2916 Ward Road;2145786076;9288030000000000;27;20000;M;9
10560;Christina;Peterson;4135 Scheuvront Drive;6456072175;7792490000000000;73;60000;F;9
10561;Janet;Covington;3572 Indiana Avenue;2770656157;6095910000000000;29;20000;F;3
10562;Kevin;Davis;4337 Garfield Road;4515735054;5550620000000000;64;80000;M;6
10563;David;Motz;2882 Parker Drive;9639954892;4006780000000000;21;60000;M;7
10564;Casey;Kraft;2937 Finwood Road;5787499991;6392680000000000;19;20000;M;9
10565;Andrew;Ellison;1434 Marcus Street;4121056744;4884180000000000;53;80000;M;5
10566;Margaret;Layton;2425 Bassell Avenue;9971705096;6331290000000000;42;40000;F;10
10567;Zetta;Turner;730 Broadcast Drive;2884637509;2545780000000000;58;20000;F;7
10568;Elizabeth;Dunn;2574 Ethels Lane;8578814349;2276180000000000;35;60000;F;7
10569;April;Clark;2664 Emily Drive;8401858962;1869820000000000;66;20000;F;10
10570;Antonia;Myrick;984 Maxwell Street;8641097753;8901270000000000;89;60000;M;9
10571;Jana;Stanford;1762 Broadway Avenue;8274857027;3871200000000000;80;60000;F;7
10572;Jason;Green;4591 Liberty Street;6111535478;6375780000000000;19;20000;M;2
10573;Eugene;Wetherell;566 Adonais Way;2036307851;7366960000000000;73;60000;M;2
10574;Carlton;Read;3700 Patterson Fork Road;9951950513;3905200000000000;77;20000;M;7
10575;Matthew;Guerrero;1672 Musgrave Street;8824457308;1468380000000000;32;60000;M;3
10576;Carl;Kuykendall;19 Kelly Drive;7759536028;7229400000000000;25;80000;M;4
10577;Allison;Mowbray;1949 Mudlick Road;6389280003;8257250000000000;58;100000;F;7
10578;Fonda;Looney;1437 Carter Street;2760888096;2980210000000000;33;60000;F;10
10579;Dawn;Herman;2655 Pretty View Lane;9813844828;6801850000000000;35;60000;F;10
10580;Tyrone;Long;2255 Pretty View Lane;6846903422;5677490000000000;25;100000;M;6
10581;James;Hannon;4063 Ashford Drive;5513567531;6302940000000000;58;80000;M;10
10582;Emelina;Hooks;4371 Ridenour Street;2959824974;5849310000000000;30;60000;F;8
10583;David;Becerra;96 Rockford Road;6127274513;1082970000000000;54;20000;F;5
10584;Jason;Childs;1027 Duffy Street;2628258359;9940720000000000;28;60000;M;3
10585;Steven;Metts;4958 Ferry Street;9726764025;5447370000000000;20;100000;M;3
10586;Dana;Torrez;3182 Shearwood Forest Drive;6405694741;1125170000000000;80;40000;F;8
10587;Marilyn;Walls;4447 Grand Avenue;2359489436;4265660000000000;68;40000;F;7
10588;Shannon;Bowman;3048 Bell Street;2360667798;2122330000000000;51;100000;F;1
10589;Janice;Williams;3237 Gorby Lane;8267857191;2779320000000000;28;80000;F;7
10590;Richard;Frink;1581 Cherry Tree Drive;8618453643;4714490000000000;31;60000;M;8
10591;Dorothy;Drew;2690 Andy Street;7362670976;5229250000000000;22;20000;F;7
10592;Melissa;Muller;749 Layman Avenue;4890043193;3757960000000000;54;60000;F;6
10593;Courtney;Allen;1248 Calvin Street;2765678115;7228180000000000;29;40000;F;2
10594;Matthew;Drake;2327 Terra Street;7836113150;6224410000000000;82;60000;M;7
10595;Roger;Hill;3053 Monroe Avenue;1075311387;4878150000000000;84;100000;M;1
10596;Cindy;Hong;256 Chenoweth Drive;5191858428;9440490000000000;75;100000;F;5
10597;Randy;Smith;4803 Bedford Street;1038581879;7996250000000000;63;40000;M;7
10598;Jessica;Baggett;3004 Armory Road;6199655587;2784930000000000;53;40000;F;4
10599;Gloria;Ramsey;1273 Duff Avenue;8847452066;6477440000000000;84;100000;F;5
10600;Alisha;Kieffer;3457 Grasselli Street;6216111468;4292380000000000;32;100000;F;4
10601;Daniel;Danner;1154 Wood Street;2426983794;1584220000000000;83;100000;M;8
10602;John;Jones;3499 Elk City Road;8265340080;3793430000000000;39;100000;M;2
10603;George;Armstrong;2575 Science Center Drive;1325017507;4374810000000000;40;60000;M;8
10604;Dian;Ramsey;4829 Gordon Street;7562414511;1848820000000000;56;20000;F;7
10605;Martha;Wells;1636 Hart Ridge Road;6178851067;2943270000000000;37;40000;F;4
10606;Beth;Watkins;2531 Turkey Pen Lane;6751043992;2003390000000000;45;60000;F;5
10607;Miguel;Carlson;3717 Sundown Lane;7021055880;2079930000000000;57;80000;M;3
10608;Juan;Boucher;2068 Romrog Way;8501176849;9980570000000000;65;80000;M;9
10609;Marlene;Regina;1221 Settlers Lane;5618017728;7811770000000000;57;40000;F;5
10610;Larry;Byrd;1031 Star Route;5058561671;7988930000000000;90;80000;M;7
10611;Daniel;Moffit;1275 Buena Vista Avenue;1790150952;4274950000000000;19;20000;M;8
10612;Kathleen;Wages;329 Ventura Drive;6014077447;5117020000000000;63;20000;F;3
10613;Cynthia;Sullivan;4900 James Avenue;6825976073;5115360000000000;57;80000;F;8
10614;Ramiro;Bates;293 Jadewood Farms;8213683840;9139840000000000;59;100000;M;3
10615;Evelyn;Taylor;1162 Gerald L. Bates Drive;5721232304;5584790000000000;46;100000;F;1
10616;Irene;Williams;3104 Duffy Street;8295593416;9058020000000000;72;60000;F;2
10617;Yvonne;Scott;5 Corpening Drive;9846103689;3957570000000000;77;40000;F;4
10618;Amos;McCarthy;977 Crummit Lane;7093788398;5742790000000000;72;20000;M;10
10619;Jillian;Herrmann;2608 Walnut Hill Drive;2124200374;7903360000000000;85;20000;F;8
10620;Rolando;Williams;2313 Cambridge Drive;8975535660;7097750000000000;76;40000;M;6
10621;Jesse;Miller;4166 Robinson Court;2685093936;5139680000000000;70;40000;M;6
10622;Cynthia;Swihart;4497 Jody Road;8647559848;4695110000000000;73;40000;F;8
10623;John;Coley;4532 Wexford Way;5783154938;6977240000000000;20;80000;M;1
10624;Marvin;Foster;1527 Horner Street;4095855894;3657920000000000;22;100000;M;10
10625;John;Breedlove;4898 Dark Hollow Road;5875352289;1440820000000000;84;40000;M;5
10626;Craig;Simmons;509 Ashmor Drive;1507943851;1912870000000000;53;20000;M;2
10627;Susan;Brown;2400 Sampson Street;6081380886;2456040000000000;40;20000;F;10
10628;Blanche;Garrett;2641 Chestnut Street;4867845533;6467840000000000;71;80000;F;2
10629;Raymond;Davis;1878 Fairmont Avenue;4831206391;9519280000000000;67;100000;M;8
10630;Omar;Tarrance;2727 Glory Road;5442564835;3810040000000000;28;60000;M;10
10631;Ouida;Cobb;3250 Deercove Drive;5442715056;9806870000000000;48;80000;F;7
10632;Lisa;Ferguson;3470 Camden Street;6526138218;8820390000000000;58;60000;F;6
10633;Traci;Farney;3031 Shinn Avenue;8531393606;6725400000000000;22;100000;F;7
10634;Reginald;Carter;2867 Longview Avenue;7896767853;7887570000000000;73;80000;M;10
10635;Mike;Brill;4272 Crestview Manor;3736197071;6850300000000000;42;80000;M;7
10636;Sammy;Lawson;1597 Waterview Lane;3026850792;2913860000000000;89;100000;M;9
10637;Christopher;Castro;4126 Preston Street;6464220730;7321970000000000;57;40000;M;7
10638;Caterina;Peebles;4526 Reel Avenue;5283125866;1461680000000000;44;60000;F;9
10639;Andrew;Gatlin;4033 Hannah Street;8257513374;1742830000000000;61;60000;M;9
10640;Jeff;Sawyers;479 Charles Street;9031362991;1940040000000000;60;40000;M;4
10641;Tina;Martinez;618 Shady Pines Drive;6945014634;6155390000000000;75;60000;F;9
10642;James;Herrera;4764 Conifer Drive;5466349076;2572610000000000;67;40000;M;9
10643;Lindsay;Taylor;2210 Diamond Cove;9343433081;9244620000000000;27;40000;F;9
10644;Samuel;McLaurin;4345 Cecil Street;2757390504;4248070000000000;70;40000;M;2
10645;Janet;Burgess;3503 Hazelwood Avenue;4588571194;3591700000000000;61;60000;F;4
10646;Robbie;Macdonald;4362 Romines Mill Road;9784981514;2341730000000000;66;60000;M;3
10647;Philip;Freeman;4190 Rockwell Lane;3173230081;6556000000000000;21;40000;M;7
10648;Tammy;Holsinger;1660 Cherry Ridge Drive;9133819863;8421100000000000;31;100000;F;10
10649;Linda;Brush;3973 Hornor Avenue;7059813024;2456680000000000;24;60000;F;6
10650;Darryl;Myers;4597 Sampson Street;6354966838;5794790000000000;22;40000;M;1
10651;Alberto;Willis;170 Terra Cotta Street;6994163193;7035670000000000;81;60000;M;1
10652;John;Casillas;4054 Bungalow Road;6926085794;8893830000000000;50;20000;M;7
10653;Rafael;Gomez;342 Layman Avenue;2868640462;7316720000000000;81;60000;M;3
10654;Joe;Kean;4224 Meadowbrook Mall Road;4012115036;3745020000000000;79;60000;M;10
10655;Deborah;Morales;1965 Java Lane;1954765788;8526510000000000;45;80000;F;3
10656;Sharon;Stephens;422 Bruce Street;7095688207;2155390000000000;77;80000;F;7
10657;Lisa;Norris;3065 Briarhill Lane;2908421054;3310300000000000;18;20000;F;3
10658;Danny;McConnell;2179 Capitol Avenue;9657543193;9341140000000000;18;20000;M;10
10659;Mark;Schimmel;3001 Fleming Street;2754826589;6941210000000000;67;20000;M;6
10660;Jane;Brown;1907 Ashmor Drive;4256122736;7009600000000000;81;80000;F;3
10661;Virginia;Shaffer;4575 Southern Street;9215021415;4767360000000000;28;20000;F;5
10662;Darin;Grimaldo;868 Ocala Street;5575067888;9307930000000000;89;80000;M;7
10663;Joseph;Mackenzie;3034 Lauren Drive;6668365238;3128220000000000;82;60000;M;10
10664;Goldie;Moorhead;3465 Davis Street;1868398805;8328110000000000;41;100000;F;1
10665;April;Quinn;185 Spring Haven Trail;8729904432;4958350000000000;38;40000;F;6
10666;Tim;Bryce;482 Alpaca Way;9125641066;2318820000000000;43;80000;M;5
10667;Casey;Campbell;3864 Ryan Road;3924525062;3218810000000000;82;20000;M;1
10668;Graciela;Keating;2229 Prospect Street;4828442441;5001970000000000;57;80000;F;8
10669;Fidel;Stone;46 Stonepot Road;6205214964;7951980000000000;56;100000;M;8
10670;Alice;Kasten;2088 New Street;3807277743;9514230000000000;81;100000;F;1
10671;Carol;Johnson;4574 Conifer Drive;3691491704;6236270000000000;54;80000;F;8
10672;Michael;McManus;3946 Lunetta Street;1225770275;5815030000000000;29;40000;M;10
10673;Gwendolyn;Patton;3381 Haven Lane;8268653116;2168190000000000;44;60000;F;6
10674;Ann;Franklin;4906 Lawman Avenue;5021475194;2900430000000000;64;40000;F;6
10675;Virginia;McNerney;4044 Brown Bear Drive;2318370053;8525530000000000;27;20000;F;1
10676;Patricia;Callis;3597 Murphy Court;9202358593;2116210000000000;28;80000;F;1
10677;Kristy;Swinehart;243 Crosswind Drive;1155488276;3275680000000000;21;60000;F;1
10678;Tommy;Montgomery;4263 Saint Clair Street;1907810543;4096630000000000;81;60000;M;7
10679;Richard;House;107 Buena Vista Avenue;2339879706;3860130000000000;79;40000;M;7
10680;Tanya;Law;845 Froe Street;1619527543;5079230000000000;70;80000;F;3
10681;Christopher;Juhl;1243 Hewes Avenue;4339218560;4384840000000000;21;40000;M;7
10682;Carmen;Willis;2025 Bungalow Road;9412045136;6896570000000000;86;20000;F;1
10683;Linda;Crawford;3435 Dancing Dove Lane;5912626248;1624210000000000;30;60000;F;8
10684;Joshua;O'Connor;2801 Lang Avenue;6923047019;4801600000000000;78;40000;M;3
10685;Clarence;Garcia;1015 Yorkshire Circle;9218417989;8737690000000000;27;80000;M;10
10686;Trenton;Buchanan;2977 Arron Smith Drive;4109265041;9927550000000000;62;100000;M;7
10687;Judith;Stroman;3237 Lucky Duck Drive;3219090994;1302820000000000;82;60000;F;10
10688;Eugenie;Barto;1646 Hillcrest Avenue;7487816633;1191710000000000;61;100000;F;9
10689;Mary;Green;3275 Junior Avenue;5013300341;7949450000000000;73;60000;F;4
10690;John;Broaddus;663 Roguski Road;9031510068;6256030000000000;19;60000;M;7
10691;Jeneva;Haynes;2944 Thompson Street;7967199360;5975750000000000;29;80000;F;3
10692;Julia;Carmona;4047 Woodrow Way;5547875792;1561180000000000;75;40000;F;1
10693;Anthony;Dyer;444 Sunny Day Drive;7141594788;7807890000000000;25;60000;M;5
10694;Antonio;Bonner;3597 Elliot Avenue;7829477712;5769380000000000;89;40000;M;2
10695;Eric;Coppa;3171 Maxwell Street;6189132619;6489340000000000;78;60000;M;1
10696;Dexter;Curry;1632 Yorkshire Circle;4260186513;6962180000000000;36;80000;M;3
10697;Howard;Mabrey;3402 Woodstock Drive;4826664376;1651980000000000;69;80000;M;5
10698;Michael;Morris;3783 Steele Street;3796443898;2629490000000000;81;60000;M;6
10699;Andy;Valenti;176 Scenicview Drive;8178135615;7111990000000000;36;20000;M;4
10700;Richard;Fay;321 Robinson Lane;8012566926;1726930000000000;37;80000;M;2
10701;Craig;Sharp;4208 College View;7130499064;9740090000000000;60;20000;M;4
10702;Flor;Latimer;1128 Monroe Avenue;8339229797;5308720000000000;53;20000;F;2
10703;Nolan;Moore;110 Asylum Avenue;3456462334;7919330000000000;79;20000;M;7
10704;Tony;Nichols;287 East Avenue;3800247275;3700040000000000;46;60000;M;3
10705;Ashley;Felts;4797 Vine Street;1944406799;2203380000000000;63;100000;F;6
10706;Sean;Snell;2960 Lyon Avenue;2419420497;6890290000000000;58;60000;M;6
10707;Jasmine;Clark;443 Randolph Street;7426309406;4564870000000000;88;60000;F;8
10708;Tristan;Dollinger;3719 Stone Lane;1712948439;9369270000000000;45;100000;M;10
10709;Louis;Ortiz;3363 Rubaiyat Road;1632126227;7042610000000000;63;80000;M;4
10710;Shannon;Wesley;1334 Elk Street;4566620067;4857790000000000;24;60000;F;10
10711;Patricia;Lance;2500 Clay Street;4211079109;2263770000000000;64;60000;F;6
10712;Dirk;Finnell;2213 Skips Lane;6012312411;8829180000000000;46;20000;M;5
10713;Edward;Tate;3915 Kyle Street;1700621933;2385260000000000;32;60000;M;10
10714;Jason;Meighan;2175 Elk Avenue;5543215617;4428540000000000;86;40000;M;2
10715;Jack;Medina;4883 Ryan Road;7276132867;3277490000000000;57;40000;M;4
10716;Kari;Barrett;97 Clair Street;3187069789;5925680000000000;73;60000;F;10
10717;Jacqueline;Truex;2668 Westwood Avenue;5194029487;6620550000000000;26;20000;F;7
10718;Cynthia;Shimizu;4437 Summit Park Avenue;9607147955;9881050000000000;24;60000;F;4
10719;Clayton;Hendon;1506 Callison Lane;7921347105;1234580000000000;59;60000;M;3
10720;Diane;Sanders;2020 Tetrick Road;3461372654;6711830000000000;29;60000;F;5
10721;Lauri;Gross;3374 East Avenue;3253985632;1066730000000000;58;60000;F;1
10722;David;Logue;4279 Bubby Drive;9981907850;9983480000000000;55;80000;M;2
10723;Ellis;Hawkins;704 Williams Avenue;1467944500;6696490000000000;36;40000;M;7
10724;Ingrid;Ward;3494 Gerald L. Bates Drive;3312904527;4472230000000000;74;100000;F;4
10725;Louise;Proffitt;2746 Capitol Avenue;6562447901;6901080000000000;57;100000;F;8
10726;Susan;Reynolds;48 Stratford Drive;6642075537;9073010000000000;78;60000;F;6
10727;Marvin;Newton;3622 Ferry Street;5919289094;5591410000000000;19;80000;M;4
10728;Margaret;Brown;558 Farnum Road;5619316094;7810750000000000;45;40000;F;7
10729;Lisa;Williams;2346 Oak Lane;9296313873;6833860000000000;89;100000;F;1
10730;Carol;Fox;1242 Barnes Street;7248416776;4763140000000000;39;60000;F;8
10731;Valerie;Shaw;154 Werninger Street;8453127963;1207490000000000;55;100000;F;2
10732;Jorge;Hoskins;554 Oakway Lane;1532935619;9817510000000000;86;100000;M;9
10733;Corey;Harrell;3428 Ashton Lane;9699415866;4816810000000000;40;80000;M;7
10734;Laura;Kuhl;987 Poplar Lane;4187940869;7551520000000000;51;100000;F;6
10735;Adolfo;Addison;1539 Young Road;4603043619;9019730000000000;81;80000;M;1
10736;Latia;Clement;3435 Pheasant Ridge Road;7996961184;3981980000000000;24;40000;F;9
10737;Priscilla;Tabor;2083 Quilly Lane;4786978461;9411570000000000;33;80000;F;10
10738;Veronica;Naranjo;3589 Massachusetts Avenue;9848697997;2212410000000000;72;20000;F;3
10739;Mark;Woodward;1579 Raoul Wallenberg Place;6605488241;1234020000000000;27;20000;M;7
10740;Kathy;Hurst;1454 Griffin Street;8350563475;7448920000000000;77;20000;F;3
10741;Virginia;Zepeda;583 Dogwood Lane;7845851404;6335380000000000;73;20000;F;4
10742;Marion;Haskins;4915 Roane Avenue;2952402954;8565930000000000;84;60000;M;5
10743;Gary;Schiffman;4366 Wright Court;8723743624;1966240000000000;65;40000;M;10
10744;Don;Hammon;1315 Alpha Avenue;4223019817;5880700000000000;81;20000;M;5
10745;Teresa;Arnold;4191 Coolidge Street;1093795089;5710660000000000;64;60000;F;5
10746;Matthew;Matsumoto;1140 Cook Hill Road;4239295646;3251310000000000;71;40000;M;5
10747;Randall;Brown;520 Aspen Court;6144381370;7750460000000000;18;20000;M;1
10748;Jack;Lewis;1106 Junior Avenue;3245137377;4499710000000000;59;40000;M;8
10749;Ashley;Williams;3016 Maple Lane;6508155947;1948780000000000;52;80000;F;10
10750;Michael;Harris;302 Coulter Lane;2121766454;2625980000000000;80;100000;M;10
10751;Jacob;Sever;1031 Pennsylvania Avenue;1414806126;6733020000000000;63;100000;M;6
10752;Latanya;Robertson;4721 Essex Court;7210606643;1853300000000000;19;40000;F;4
10753;Alice;Ramirez;2956 Todds Lane;4439016399;2244920000000000;49;20000;F;1
10754;Samuel;Pryor;4613 Rinehart Road;4261806731;3271540000000000;47;80000;M;6
10755;Sheila;Ford;1344 Arron Smith Drive;5599167821;7554580000000000;45;20000;F;2
10756;Lorraine;Tait;4786 Long Street;7704934990;6675850000000000;74;40000;F;8
10757;Jose;Slocum;905 Coburn Hollow Road;9817625716;2314320000000000;55;40000;M;9
10758;Lashanda;Mayfield;3549 Hillview Drive;3499065310;6021560000000000;77;60000;F;10
10759;William;Scheer;648 Brannon Street;2770185215;3488650000000000;80;60000;M;8
10760;Chad;Carpenter;1652 Fairway Drive;8451190318;8186220000000000;40;80000;M;5
10761;Anna;Schultz;2972 White Avenue;8826471362;4315710000000000;27;100000;F;8
10762;Eddie;Grimaldi;991 Flanigan Oaks Drive;5070325010;9343760000000000;72;100000;M;3
10763;Eric;Benson;566 Peaceful Lane;2690111042;5543450000000000;47;100000;M;8
10764;George;Johnson;206 Whispering Pines Circle;6368013522;9237800000000000;81;20000;M;4
10765;Stephanie;Koonce;3971 Sycamore Lake Road;2675759267;6615230000000000;64;60000;F;4
10766;Margarita;Johnson;273 Elk Avenue;4682597925;7459600000000000;31;40000;F;10
10767;Henrietta;Langston;2668 Maple Lane;5566909380;7324530000000000;19;20000;F;6
10768;Maxine;England;4077 Tavern Place;9491405502;2933070000000000;40;80000;F;9
10769;William;Haddad;4144 Hoffman Avenue;8607659483;2492330000000000;74;80000;M;8
10770;Brandee;Hensley;4817 Melville Street;7495838898;3781340000000000;23;60000;F;6
10771;Joseph;Collins;1318 James Avenue;6339217293;7940060000000000;40;60000;M;9
10772;Edward;Taylor;3237 Nuzum Court;2295437040;9366410000000000;43;60000;M;10
10773;Helen;Leal;1794 Cambridge Court;3597005485;2740570000000000;65;40000;F;5
10774;Michelle;Jansen;4194 Bell Street;2220588862;7156940000000000;90;80000;F;4
10775;Valerie;Davis;4299 Lowndes Hill Park Road;5514386258;4138810000000000;19;40000;F;1
10776;Melvin;Ortiz;3480 North Street;7511547138;2218440000000000;51;20000;M;9
10777;Tom;Smart;2869 Roosevelt Street;7365180471;3143850000000000;46;40000;M;1
10778;Lydia;Graham;2713 Trymore Road;3917411407;5910750000000000;72;20000;F;10
10779;Anne;Dutton;3334 Rosewood Court;3188374659;5030990000000000;63;60000;F;5
10780;Michael;Dilley;4849 Lucy Lane;8182996729;6914730000000000;23;40000;M;3
10781;Luther;Mertz;3442 Holly Street;1034177859;7179950000000000;85;40000;M;2
10782;Gregg;Badillo;929 Grove Avenue;7855037161;9328670000000000;41;60000;M;8
10783;Patricia;Blankenship;3356 Perry Street;9212652572;5476200000000000;20;40000;F;6
10784;Mary;Fernald;2370 Cherry Ridge Drive;2248487595;2879460000000000;58;40000;F;10
10785;Larry;Townes;3206 Lynn Street;7853275557;2170620000000000;49;20000;M;10
10786;James;Wiseman;1241 Hurry Street;6220439547;3235560000000000;45;80000;M;5
10787;Richard;Eddy;4269 Orchard Street;5686190173;8293680000000000;54;40000;M;3
10788;Joseph;Estrada;2481 Anthony Avenue;8201295366;9840750000000000;31;40000;M;10
10789;Gwen;Kelly;2751 Central Avenue;4509417731;9267450000000000;34;40000;F;6
10790;Stephen;Brewer;4739 Hiddenview Drive;2751005967;9128310000000000;34;20000;M;6
10791;Marie;Norris;4181 Graystone Lakes;6699854485;4264890000000000;51;100000;F;7
10792;Andrew;Marsh;4706 Chandler Drive;7043074628;1824170000000000;85;20000;M;8
10793;Cynthia;Amendola;3293 Spruce Drive;6112316621;1829980000000000;24;100000;F;2
10794;Rebecca;Armstrong;551 Stratford Drive;1251935743;7661630000000000;68;20000;F;8
10795;Dana;Churchill;2078 Frank Avenue;8998272364;5177890000000000;55;100000;F;7
10796;Roseann;Norman;3794 County Line Road;1730105151;8514830000000000;76;40000;F;8
10797;Bryant;Do;1349 Oak Way;8248223723;8848980000000000;28;40000;M;5
10798;Dean;Gillock;3621 Ben Street;9160103559;3712010000000000;65;40000;M;7
10799;Robert;Williams;3314 Norman Street;5093474536;1912410000000000;49;100000;M;5
10800;Lynn;Williams;1274 Boring Lane;5940109612;1851240000000000;21;20000;M;5
10801;Alec;Weber;4951 Raintree Boulevard;3230560987;4617740000000000;52;40000;M;8
10802;Marvin;Richardson;2205 Spring Avenue;5463978259;4826520000000000;68;40000;M;6
10803;Terry;Gilliam;1921 Pinchelone Street;6852169281;7946710000000000;19;100000;M;9
10804;Agustin;Howze;1456 Jarvis Street;3683891220;2878930000000000;25;20000;M;4
10805;Catherine;Kunkel;4827 Bridge Avenue;5742134076;9794150000000000;20;60000;F;3
10806;Petra;Klug;2023 Village View Drive;2621153338;6071160000000000;18;100000;F;4
10807;Angela;Parson;984 Hillcrest Circle;2103643593;9320040000000000;76;40000;F;1
10808;Justin;Nance;3762 Lighthouse Drive;2657747772;5006680000000000;76;100000;M;4
10809;Kimberly;Garrett;634 Walton Street;9469152069;9714350000000000;77;20000;F;4
10810;Victoria;Flowers;1806 Trainer Avenue;3148101689;6235710000000000;70;100000;F;1
10811;Christopher;Deason;3601 Nuzum Court;4156020332;4706800000000000;44;60000;M;1
10812;James;Webb;16 Patterson Fork Road;3084871914;5756270000000000;20;60000;M;9
10813;Mark;Nunez;2672 Marie Street;8267713312;9735490000000000;58;60000;M;6
10814;Carmen;Danforth;2773 Duke Lane;4683837965;4537210000000000;78;80000;M;4
10815;Brian;Harris;2197 Twin Willow Lane;4348721178;8672620000000000;59;20000;M;1
10816;Robin;Waite;2620 Green Hill Road;3829971808;2578870000000000;35;100000;F;8
10817;Lisa;Walker;3077 Chenoweth Drive;4333976929;1082190000000000;82;100000;F;9
10818;Pamela;Knowles;4023 Hinkle Lake Road;5935090918;3073310000000000;21;20000;F;6
10819;Billie;Martin;3016 Bailey Drive;6239213891;4919480000000000;54;100000;F;4
10820;Laura;Ketterman;4756 Honeysuckle Lane;7408417299;2747460000000000;27;40000;F;10
10821;Gary;Johnson;1112 Ash Street;1977748405;5148070000000000;79;80000;M;8
10822;Jessie;Martin;2027 Burton Avenue;7498935236;2241840000000000;75;100000;F;10
10823;Madelyn;Schaeffer;3680 Berry Street;7293466949;4245640000000000;41;40000;F;8
10824;Michael;Walker;3012 Stratford Drive;9016845928;2918340000000000;54;60000;M;6
10825;Joycelyn;Sharkey;4204 Bungalow Road;1303817922;3160560000000000;74;80000;F;10
10826;Gwendolyn;Thomas;3711 Gateway Avenue;9524346340;1886730000000000;70;40000;F;5
10827;Vanessa;Byrd;2277 Big Elm;7714442432;9622380000000000;34;100000;F;2
10828;Ronald;Townsend;825 Nancy Street;5144102077;2307910000000000;28;60000;M;2
10829;Grace;Hilson;3494 Brooke Street;2336563209;7598210000000000;28;80000;F;4
10830;Sherry;Cook;1896 Short Street;9609487663;7566670000000000;51;100000;F;10
10831;Ashley;Long;2048 Hill Street;6680535431;2866210000000000;23;20000;F;2
10832;Lindsey;Roe;4133 Lynn Avenue;4599523379;2881370000000000;34;60000;F;3
10833;William;Kea;2074 Duff Avenue;3391245889;5193080000000000;85;80000;M;8
10834;Deena;Myres;3082 Gateway Road;6228098163;8155340000000000;50;40000;F;3
10835;Deanna;Davis;4146 Boone Crockett Lane;6727005657;3544020000000000;65;100000;F;6
10836;Ricky;Barnes;1018 State Street;2838437138;4807440000000000;42;40000;M;1
10837;Robert;Rivers;1725 Harron Drive;2912519759;1598970000000000;42;60000;M;2
10838;Lee;Mayweather;3833 Eagle Drive;8221521075;9014610000000000;45;60000;M;8
10839;Russell;Garcia;958 Tail Ends Road;3812246313;4840590000000000;81;100000;M;2
10840;David;Garner;1699 George Avenue;5078999588;1746820000000000;22;20000;M;1
10841;Christopher;Gillham;4079 Providence Lane;8489076516;6745460000000000;76;20000;M;6
10842;Bess;Scott;603 Camden Place;4331887161;3886120000000000;44;20000;F;9
10843;Helene;Riley;3587 Elk City Road;1983999515;6222160000000000;67;80000;F;1
10844;Cynthia;Courson;267 Bluff Street;1209387271;7429730000000000;42;100000;F;6
10845;Richard;Walton;2490 Bird Spring Lane;8431580042;8133400000000000;71;20000;M;10
10846;Candace;Williams;2953 Giraffe Hill Drive;8685635582;4294820000000000;51;80000;F;6
10847;America;Whitmire;1481 Hall Street;8783941891;1243030000000000;74;60000;F;9
10848;April;Smith;114 Neuport Lane;5357042450;4817710000000000;18;100000;F;1
